,あらわれる,ある,いう,いく,いける,いたす,いただく,いらっしゃる,いる,おく,おっしゃる,おりる,おる,かかる,かかわる,かく,かける,くださる,くる,くれる,ござる,させる,しまう,しれる,する,せる,そぐ,たつ,つく,できる,なる,まいる,まえる,もたらす,やる,よる,られる,れる,わかる,下る,下回る,伴う,伺う,住む,使う,入る,出す,出る,切る,割る,勤める,即す,参る,反する,取り上げる,取り下げる,取り戻せる,受ける,向かう,向ける,含む,含める,問う,埋める,基づく,変わる,外す,失う,差しかかる,帰る,当たる,当てる,役立てる,得る,思う,戻る,抱える,持つ,指す,振り返る,振る,掘る,控える,掲げる,描く,書く,来る,残す,決まる,減る,照らす,生かす,生じる,生む,申し上げる,申す,発す,終わる,経る,絞る,続く,置く,考える,落ちる,行う,行く,要する,見える,見る,触れる,言う,許す,話す,読む,調べる,買い占める,超える,載る,迎える,追い込む,進める,過ごす,達する,陥る,離れる,預ける,頑張る,飛び交う,あく,あける,あらわす,あり,あわせる,いじめる,いただける,いつく,うなる,おくれる,おもんぱかる,かえす,かえる,かむ,かわる,きく,くいる,くぐる,こうむる,こだわる,こもる,ごまかす,さる,ずらす,ずれる,たまる,だます,ちゃう,ちらつく,つかさどる,つき合う,つくる,つくれる,つけかえる,つける,つながる,てる,とどめる,とまる,とる,なくす,なくなる,なさる,なす,のむ,ふえる,ふやす,ぶつける,ぶら下げる,ほかなる,まく,ます,まつ,まとまる,まとめる,みる,めぐらせる,もうかる,もつ,もらう,もらえる,やってくる,やめる,わける,上がる,上げる,下がる,下げる,与える,並べ立てる,付す,会う,伝える,伸びる,使える,保つ,倒れる,借り上げる,働きかける,働く,充てる,入れる,出し合う,分かれる,分る,切れる,刈り取る,割り引く,加える,動き出す,動く,占める,去る,及ぼす,反す,取り違える,取る,受けとめる,合う,困る,囲う,図る,固まる,固める,壊れる,売る,変える,好む,妨げる,始まる,始める,守る,守れる,定める,尽くす,崩す,崩れる,差し上げる,広がる,広げる,引きずる,引き上げる,引き下げる,引き出す,引き渡す,引き継ぐ,引く,弱める,強いる,強める,当てはまる,当てはめる,従う,得する,忘れる,応じる,思い出す,思い込む,感じる,打つ,払う,担わす,拭う,持ち出す,持ち込む,指さす,挙げる,振れる,据える,掛ける,損ねる,撃つ,支える,救う,教える,数える,整う,整える,暮らす,曲げる,望む,求める,決める,浴びる,深める,済む,減らす,生きる,生まれる,用いる,申し立てる,異なる,疑う,疲れる,盗る,目指す,示す,称す,移す,移る,稼げる,積む,突き詰める,立つ,立てる,答える,組み合わせる,組む,結びつける,結ぶ,絡む,絡める,続ける,縛る,縮まる,繰り返す,考え直す,聞かす,聞く,聞ける,臨む,至る,落ち込む,要る,見きわめる,見せる,見つかる,見つける,見出す,見受ける,見合う,見守る,見直す,見通す,覚える,解す,解せる,言い出す,言い切る,言える,設ける,詰める,誇る,認める,誓う,講じる,貫く,責める,買う,資する,起きる,起こす,起こる,越える,足す,足りる,踏まえる,踏み出す,踏み込む,身構える,転じる,近づく,返す,返る,迫る,述べる,追いつく,送る,逃げる,進む,過ぎる,違う,選ぶ,選べる,重なる,釣り合う,間に合う,間違う,闘う,限る,除く,預かる,頼る,飛ぶ,飛べる,食い違う,驚く,高める,黙る,あきれる,いきる,うかがう,うなずく,おとる,かねる,かぶせる,かりる,きわめる,したためる,しめる,すぎる,たえる,ただす,ちなむ,つぎ込む,づける,とどまる,とめる,とれる,のく,ふる,ほる,まぜる,やられる,上る,上回る,乗り出す,亡くなる,交える,交わる,任せる,似る,住まう,例える,信じる,値する,備える,傷つける,傷む,傾ける,兼ねる,分ける,加わる,助かる,努める,危惧す,及ぶ,取りやめる,取り戻す,取り払う,取り組む,取り調べる,受け取る,叶う,合わせる,吸い上げる,呼ぶ,唱える,問いただす,嘆く,回す,回る,報じる,奪う,委ねる,害する,寄り添う,封じ込める,尋ねる,履く,座る,建つ,建てる,引き続く,引き起こす,引っ張る,張る,役立つ,待ち望む,待つ,律す,応える,思える,悲しむ,払える,投じる,抱く,担う,拒む,招く,挙がる,振り向ける,捉える,捜す,接す,揺れ動く,損なう,支払う,改める,晴らす,晴れる,書きとめる,有す,服する,来す,果たす,果たせる,欠く,欠ける,残る,殺す,比べる,汚れる,沿う,流す,流れる,消える,渡す,渦巻く,満たす,準ずる,漏れる,潰れる,燃やせる,狙う,狭める,申し入れる,盗む,盛り込む,直す,相次ぐ,着る,知る,立ち上がる,立ち向かう,立ち退く,組み入れる,聞こえる,苦しむ,薄らぐ,薄れる,行き渡る,行ける,裏づける,見定める,見積もる,見送る,訴える,評す,詰まる,詰め込む,話し合う,誤る,読み上げる,読める,論ずる,諮る,講ずる,負う,買い取る,買い受ける,買える,貸す,赴く,踏みにじる,踏む,載っける,近づける,透ける,通う,通り越す,通る,運ぶ,配る,重ねる,銘じる,鑑みる,開く,防ぐ,防げる,降りる,集まる,願える,高まる,あさる,おさまる,お目にかかる,かみ合う,きかせる,ささげる,しかる,じみる,そろう,つなぐ,でき上がる,なめる,はせる,ひき殺す,ひっくり返す,めぐる,やく,よみがえる,乗れる,介す,伏せる,出せる,切り取る,削る,助ける,務まる,務める,募る,取り囲む,取り扱う,取り消す,増す,嫁ぐ,嫌がる,存じ上げる,学ぶ,届く,巻き込む,引き揚げる,引ける,心得る,怒る,恐れる,成り立つ,戦う,戻れる,手渡す,打ち切る,抜け落ちる,押し寄せる,押し込む,挟む,揺らぐ,撃ち込む,書き直す,期す,湧く,滅ぼす,物語る,申し述べる,痛める,着く,祭る,積み重ねる,突きつける,立ち直る,結べる,置きかえる,育む,腐る,行き着く,表立つ,見かける,見合わせる,見過ごす,貢ぐ,賭す,贈る,踏み外す,辞す,込む,送り出す,送れる,通じる,連れる,避ける,閉ざす,間違える,降る,隠す,願う,飲む,駆ける,駆り出す,える,かいま見る,かなえる,さらす,しゃべる,ため込む,つかれる,つけ加える,なれる,にる,へる,やれる,与る,並べる,乗り越える,乗る,伝わる,位置づける,侵す,促す,免れる,冒す,出会う,出回る,切り込む,区切る,向き合う,向く,呼びかける,喜ぶ,回れる,堪へる,導き出す,導き出せる,屈する,属する,引き取る,心がける,惜しむ,憤る,抑える,投げかける,接する,描ける,明け暮れる,曇る,正す,煮詰まる,祈る,禁じる,稼ぐ,突っ込む,組める,絶てる,習う,育つ,脅かす,膨れる,落とす,表す,襲う,見過ごせる,語る,論じる,諦める,負ける,買い越す,越す,通す,達す,錬る,集める,雇う,雇える,飛び込む,食う,食べる,あおる,こす,しつける,そらす,つり上がる,つり上げる,はじめる,ばらまく,ふやせる,みなす,もす,わきまえる,下す,休む,休める,倒す,働かせる,働ける,切り下げる,勝つ,勝てる,取りとめる,受け入れる,叫ぶ,垂らす,壊す,寄る,差し引く,差し支える,帰れる,思いやる,懲りる,戻す,抜く,押し切る,持てる,探す,推し進める,明く,暮らせる,書ける,果てる,栄える,構う,死ぬ,気づく,治る,浮かぶ,消す,潤う,盾突く,眠れる,笑う,納める,絶つ,苦しめる,落ちつく,課す,足る,遮る,阻む,響く,飛ばす,飛び出る,食らわせる,あげる,うかる,うがつ,がる,くっつける,こむ,さかのぼる,すぐれる,せめぐ,それる,たくる,たたく,つくり上げる,つづる,つなげる,なぞらえる,ならす,はかる,はじる,はね上がる,ひっかかる,ひっくり返る,ぶつかる,まう,まかせる,めとる,もめる,ゆがむ,並び立つ,並ぶ,乗せる,交わす,仕切る,付け替える,代わる,余る,供する,係る,借りる,借り入れる,出向く,切り出す,切り分ける,切り開く,刺す,動かす,取り壊す,受け継ぐ,呈す,呼び寄せる,問い合わせる,図れる,埋まる,売れる,天下る,存じる,寄せる,寝る,射る,届け出る,延ばす,引き受ける,引き締まる,張り合う,当てつける,打ち出す,払い込む,抑え込む,押しつける,挟める,捕まえる,捜し出す,握る,揺るがす,放つ,映る,曲がる,歩み寄る,泊まる,泣く,満たせる,滑る,濁す,燃やす,生える,生かせる,生み出す,破れる,示せる,称する,突き合わせる,立ち返る,紛れ込む,終える,結びつく,緩める,繰り入れる,繰り広げる,置ける,義務づける,行える,褒める,見届ける,見込む,見逃す,見透かす,解く,言い張る,訪れる,許せる,読み直す,読み返す,譲れる,貸し付ける,貸し出す,賄う,踏み切れる,載せる,返せる,追い返す,連ねる,重なり合う,隠れる,頼む,騒ぐ,おっこちる,くゆらせる,こする,にぎわせる,はいる,みとる,停る,出尽くす,割れる,受けとる,吸う,営む,培う,外れる,延びる,悩む,感ずる,戸惑う,手放せる,打ち上げる,投げる,携わる,有する,次ぐ,歩む,済ます,燃え上がる,狭まる,生き抜く,磨く,組み込む,締める,締め切る,縫う,行き過ぎる,親しむ,診る,誇れる,躍る,近寄れる,酌む,醸す,隔てる,飼う,いじる,うたう,しょう,はじける,はらむ,ぶれる,やり直す,任す,塞がる,恥づ,満つ,締めくくる,見込める,逃げ切る,くるむ,そろえる,ついていける,とらわれる,ぶら下がる,借る,取り入れる,取り残す,学べる,実る,差し控える,悩み抜く,扱う,抜け出す,散らかる,明ける,書き込む,注ぐ,産む,紛れる,結び付ける,耐える,耐え抜く,育てる,膨らむ,覆う,覆る,語れる,費やす,走り出す,追う,重んじる,長引く,駆け寄る,うつ,かてる,したがう,すりかえる,ねじ曲げる,はまる,まみれる,保てる,命ずる,和らぐ,囲む,失す,導く,引き出せる,急ぐ,打ち消す,承る,持ち直す,減じる,滞る,発する,知らせる,積み上げる,積み立てる,積み重なる,笑える,織り込む,繰り越す,行き届く,記す,遂げる,あてがう,しゃべれる,そびれる,はねる,やっつける,乗り切る,似通う,先走る,捕まる,捨てる,盛り上がる,縮める,見分ける,見据える,適する,駆けつける,あえぐ,おとしめる,がたつく,けちる,さておく,さばく,ずれ込む,つぶやく,つまる,ともる,はう,ひずむ,ほぐす,ゆがめる,伺える,偏る,分かつ,励ます,危ぶむ,取り計らう,命じる,問いかける,思い起こす,懲らしめる,押さえる,持ちかける,持ち帰る,振るう,据え置く,歩く,決する,潤す,申しつける,申し送る,知らす,立ち戻る,置きかわる,脱がす,試みる,読み取れる,賜る,輝く,追いやる,追っかける,連れ込む,遭う,開き直る,あふれる,おびえる,かしこまる,しかめる,つくり出す,のっとる,はやる,ひしめく,またがる,めくる,仕入れる,仕組む,使い切る,処す,切りかえる,取りまとめる,取り仕切る,取り組める,引き下がる,待てる,手放す,拾う,掘り出す,撮る,攻める,流れ出る,渡せる,溶ける,申し込む,省く,知れる,立て直す,聞き取れる,買い入れる,踏み切る,養う,おろす,かさむ,かする,きめる,ける,でる,もとめる,伸ばす,刺さる,割く,取り崩す,受け持つ,吐く,差す,折れる,抜ける,握り締める,植える,楽しめる,生ずる,産める,痛めつける,見破る,見破れる,見積もれる,請け負う,負える,超す,踏ん張る,配れる,陥れる,離す,離せる,あずかる,かかわれる,くくる,たがえる,たく,たす,ためる,だす,だぶつく,つかまえる,つけ足す,どく,なく,ひねくる,わたる,亡くす,倣う,入り組む,写す,取り出す,取れる,寝かす,尽きる,悔いる,打ち出せる,抜き出す,救える,敷く,浴びせる,添える,溺れる,漏らす,演じる,潜る,聞き取る,背負う,課する,走る,逆立てる,閉める,食い込む,いたむ,かかれる,かしげる,ともす,みえる,先立つ,化す,取り巻く,取り締まる,埋め立てる,塗る,成り済ます,抜き取る,断ずる,緩む,転げる,追える,逃す,閉じる,おそれる,おどす,かう,ささやく,さらう,たせる,たる,でっち上げる,ばれる,もやう,やむを得る,使い分ける,切り捨てる,切り離す,割り込む,劣る,取り除く,名づける,弱まる,慎む,気がつく,犯す,痛む,目立つ,組織立つ,茶化す,見抜く,見抜ける,走り回る,迷う,通れる,過ごせる,かなう,仰せつかる,思い切る,打ち込む,携える,背く,色めく,誘う,込める,おかけいたす,かき集める,きわまる,とく,はける,はじく,もむ,乗っ取る,垂れ込む,存ずる,届ける,属す,忍び込む,応ずる,払い下げる,押す,振りまく,歩き回る,決めつける,深まる,渡る,準じる,申し伝える,相手取る,積める,立ち入る,繰り下げる,罰する,裏返す,解する,言い聞かせる,読みかえる,跡づける,近寄る,通ずる,運べる,開ける,飛び越える,食らいつく,まかり通る,強まる,探る,脱する,覆す,飲める,かぶさる,はめる,またぐ,引き延ばす,挑む,揺るぐ,束ねる,浮かせる,突き破る,築く,読み取る,おさめる,くすぶる,じゃう,たどる,つきまとう,にぎわう,やり直せる,争う,仰ぐ,伸び悩む,入り込む,制す,取り寄せる,取り返す,取り返せる,取り除ける,叱る,回せる,寄りかかる,帰す,広まる,広める,張りつく,張り合わせる,徹す,恵まれる,慌てる,戦える,手伝う,打てる,扱える,拭える,持ち出せる,根差す,楽しむ,済ませる,盛る,直る,移せる,移り住む,競う,縮む,荒れる,見当たる,謝る,踏み込める,鳴らす,うせる,おっしゃれる,かわす,ためらう,ちまう,つけ加わる,なじむ,ぶつ,まくる,サボる,ダブる,冷める,別れる,取り締まれる,向かい合う,味わう,報う,売り込む,守り抜く,引っ込める,役に立つ,愛する,担える,断れる,横たわる,沈む,泣ける,潰す,狙える,粘る,結論づける,裏付ける,見出せる,見舞う,込み入る,退ける,送り込む,逃れる,閉まる,うそぶく,さわる,しみる,たける,どかす,どける,ねだる,のせる,下さる,仕える,呼び出す,塞ぐ,外せる,投ずる,抱き合わせる,持ち上げる,推す,築ける,訪ねる,蹴上げる,進み出す,際立つ,願い出る,飛びつく,きょうする,げする,したう,しなる,なぞる,やじる,わびる,仕上げる,割り振る,取りかかる,和らげる,巻く,折る,来れる,注ぎ込む,煮える,狂う,相入れる,紡ぐ,組み立てる,請う,譲る,賄える,隠せる,つぶる,やらす,上り詰める,打ち破る,持ち上がる,操る,案じる,継ぐ,諭す,しゃれる,のしかかる,会す,召し上がる,噴く,定まる,突っ走る,立ちどまる,静める,飛び回る,file_len,rep_name
0,1,18,12,11,1,3,25,3,56,1,6,1,15,2,4,1,3,3,5,1,2,4,5,2,88,12,1,2,6,8,26,2,1,1,1,1,3,35,1,1,1,1,5,1,1,1,2,4,1,1,1,1,1,1,1,1,1,1,1,4,1,4,1,1,1,1,1,1,1,2,1,1,1,2,27,1,4,2,1,2,1,1,1,2,1,4,1,1,3,1,1,1,4,2,7,1,1,3,2,1,1,2,8,1,3,2,1,2,1,1,6,1,1,1,1,1,2,1,1,1,3,1,1,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8327,津村啓介
1,0,130,51,103,27,6,104,0,427,19,95,0,60,6,5,0,2,41,42,3,1,3,6,18,606,54,0,8,6,41,167,1,1,2,58,2,29,276,31,0,0,1,13,0,7,7,20,18,1,0,0,0,0,1,0,0,0,1,0,3,0,13,1,1,3,21,2,1,0,0,2,0,0,14,176,3,3,24,1,0,0,0,2,0,0,24,11,0,1,18,1,0,0,0,55,0,0,9,0,2,1,7,25,1,24,21,0,3,33,0,109,0,0,2,7,0,5,1,0,0,5,1,0,0,0,1,2,0,4,1,3,2,7,1,7,1,1,1,1,1,2,1,1,2,3,1,1,3,1,1,1,1,2,2,2,1,1,1,3,16,1,3,4,2,2,2,1,12,2,1,1,2,1,34,3,1,1,1,3,1,1,2,6,12,1,7,2,12,4,1,4,1,32,23,22,16,7,1,1,3,2,11,2,2,1,1,1,5,1,7,1,1,1,3,1,1,2,1,2,3,1,3,1,1,4,2,1,2,1,2,1,1,1,7,7,1,1,4,7,11,1,1,1,1,1,1,4,1,1,1,5,2,1,1,3,1,1,2,1,2,2,1,1,1,1,1,1,3,4,1,1,2,1,1,3,1,1,1,1,2,1,1,2,1,1,1,2,1,1,5,4,2,1,1,5,1,4,1,1,1,1,1,1,4,10,1,2,2,1,2,1,4,2,6,2,3,1,8,1,4,11,2,1,2,1,1,28,1,3,1,1,4,1,1,2,1,1,1,2,1,2,1,2,1,1,3,1,5,1,2,1,11,1,1,1,1,12,1,9,1,2,1,1,4,4,1,1,1,1,1,1,3,1,4,1,1,1,1,4,11,4,1,1,1,1,3,1,5,2,1,3,2,1,1,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55882,前原誠司
